gtin,categoryParent,colorLabel,modelLabel,productLabelLong,sizeLabel,productCode
795570931075,732-T-SHIRTS,347,4GSK7113,SS VRT RIB CRW - ROSIN - 4GSK7113,XL,795570931075
717312832792,910-WOVENS,408,CUWS9084,SS POLY TEXTURE OMBRE EMB - DRESS BLUES - CUWS9084,XL,717312832792
795570933505,711-SS WOVENS,236,4IFW7014,SS WAVY LINE SOFT SHRT - ROEBUCK - 4IFW7014,S,795570933505
795570790399,820-SUIT SEPARATES,71,4IFJ7701,SLIM LOUIS SUIT JKT - MUSHROOM GREY - 4IFJ7701,XX46x2SH,795570790399
94833173086,730-POLOS,608,4DSK7707,SS EOE 3BT PLO - SAMBA - 4DSK7707,S,94833173086
886802014434,750-DRESS BOTTOMS,5,E0073P,FEATHER GREY WINDOWPANE SLIM FIT PANT - CHARCOAL - E0073P,32x32,886802014434
795570226539,720-SWEATERS,10,4GFG7221,LS TECH CREW - BLACK - 4GFG7221,XL,795570226539
94833173406,732-T-SHIRTS,43,4IFK7058,PE SGNTRE TEE - AQUA GRAY - 4IFK7058,S,94833173406
795570934397,711-SS WOVENS,347,4IFW7070,SS FLORAL PRNT TS - ROSIN - 4IFW7070,L,795570934397
795570670240,760-DRESS SHIRTS,664,4ISW3001,LS DRESS LUX CTTN POPLIN EDV SLIM - PINK MARSHMALLOW - 4ISW3001,18.0x345,795570670240
795570674989,750-DRESS BOTTOMS,10,4ISB7710,REG TECH SUIT PNT - BLACK - 4ISB7710,30x32,795570674989
611318681968,750-DRESS BOTTOMS,10,5RSB0041,SLM MST PLY SLD EWB PNT - BLACK - 5RSB0041,30x32,611318681968
795570930306,730-POLOS,434,4HFK7175,SS EOE 3BT PLO REC - CERULEAN - 4HFK7175,M,795570930306
717312832785,910-WOVENS,408,CUWS9084,SS POLY TEXTURE OMBRE EMB - DRESS BLUES - CUWS9084,L,717312832785
713610647533,970-ACCESSORIES,1,CUHVARAD,PAPER BRAID CENTER DENT HAT W/COTTON CLO - BLACK - CUHVARAD,XL,713610647533
795570306316,820-SUIT SEPARATES,10,4GRB7702,VERY SLM NEAT KNIT PANT - BLACK - 4GRB7702,38x30,795570306316
795570935547,741-DENIM,137,4IFB534D,SLIM TPRD KHAKI ECO DENIM - MASON KHAKI - 4IFB534D,34x32,795570935547
795570651096,742-SHORTS,91,4DSH7750,ST SLD TECH SHRT - SMOKED PEARL - 4DSH7750,30,795570651096
795570532807,750-DRESS BOTTOMS,405,4HSB7T10,SLM ST W/R TECH SUIT PNT T - DARK SAPPHIRE - 4HSB7T10,38x36,795570532807
795570077735,733-COLLECTION,405,4GSB2305,SLM NYL RIPSTP BLT JGGR - DARK SAPPHIRE - 4GSB2305,XL,795570077735
795570932966,820-SUIT SEPARATES,53,4IFJ4430,SLIM HTHRD KNIT SUIT JACKET - CHARCOAL - 4IFJ4430,XX46x1RG,795570932966
190697439501,760-DRESS SHIRTS,483,PE006441,VERY SLIM SOLID TLX ITOCHU - KENTUCKY BLUE - PE006441,14.5x323,190697439501
795570931525,750-DRESS BOTTOMS,10,4IFB4332,SLIM SOLID KNIT SUIT PANT - BLACK - 4IFB4332,33x30,795570931525
795570609899,820-SUIT SEPARATES,989,4HRJ4400,SLIM FIT LINEN SUIT - HAZY BLUE - 4HRJ4400,XX46x2SH,795570609899
795570931952,750-DRESS BOTTOMS,53,4IFB4330,SLIM HTHRD KNIT SUIT PANT - CHARCOAL - 4IFB4330,33x32,795570931952
795570676839,750-DRESS BOTTOMS,414,4ISB4316,SLIM WASHABLE SUIT PANT - DEEP NAVY - 4ISB4316,30x32,795570676839
795570550160,730-POLOS,974,4HFK7628,SS CL INTLK 3 BT PLO B&T - DARK DENIM - 4HFK7628,3XLT,795570550160
799016626419,411-SS WOVENS,118,OCWF3001,SS YD POPLIN CHEST STRIPE - BRIGHT WHITE - OCWF3001,S,799016626419
795570770353,742-SHORTS,930,4DSH7750,ST SLD TECH SHRT - BITTERSWEET - 4DSH7750,34,795570770353
713610456548,910-WOVENS,112,CUWFD045,LS L/V SLEEVE PLAID DOBBY - BRILLIANT WHITE - CUWFD045,XL,713610456548
795570643961,730-POLOS,126,4ISK7120,SS 3 BTN POLO - BRIGHT WHITE - 4ISK7120,XL,795570643961
795570932065,750-DRESS BOTTOMS,347,4IFB4330,SLIM HTHRD KNIT SUIT PANT - ROSIN - 4IFB4330,32x30,795570932065
795570661576,741-DENIM,468,4ISB535D,SKINNY TINTED DARK WASH ECO DENIM - TINTED DARK WASH - 4ISB535D,30x32,795570661576
795570306361,820-SUIT SEPARATES,10,4GRB7702,VERY SLM NEAT KNIT PANT - BLACK - 4GRB7702,33x32,795570306361
795570610093,742-SHORTS,270,4HRH7840,LINEN SUMMER SUIT SHORT - NATURAL LINEN - 4HRH7840,33,795570610093
795570983036,711-SS WOVENS,126,4IRW4007,SS LINEN DOBBY - BRIGHT WHITE - 4IRW4007,XL,795570983036
795570523874,740-CASUAL BOTTOMS,209,4HFB7332,SMART CHINO - BITTER CHOCOLATE - 4HFB7332,32x34,795570523874
713610647588,970-ACCESSORIES,130,CUHVARAD,PAPER BRAID CENTER DENT HAT W/COTTON CLO - Beige - CUHVARAD,L,713610647588
629075013700,770-ACCESSORIES,2,UMPE154,S22  LUXE SOLID BOXER 3 PACK - CHARCOAL - UMPE154,XL,629075013700
795570934465,710-LS WOVENS,571,4IFW7056,L/S SLIM TS SOLID UNTUCKED NO PKT - FLINT - 4IFW7056,XXL,795570934465
7453115821153,771-FOOTWEAR,224,HA191477,LEATHER WINGTIP SHOES - BROWN - HA191477,10.5,7453115821153
795570612288,710-LS WOVENS,405,4FFW4002,LS SLM TS BND CLR UNTKD SLD - DARK SAPPHIRE - 4FFW4002,S,795570612288
795570649116,711-SS WOVENS,380,4ISW7017,SS ECOVERO SFT SHRTNG LRGE FLRL PRNT - SEA MOSS - 4ISW7017,XL,795570649116
7453110806421,771-FOOTWEAR,221,HA198311,FAUX SUEDE CHUKKA BOOTS - BROWN - HA198311,8,7453110806421
795570930856,730-POLOS,649,4IFK7023,SS CNTRST DOTTED PLO - PORT - 4IFK7023,M,795570930856
795570789447,820-SUIT SEPARATES,306,4IFB7701,SLIM LOUIS SUIT PNT - PINE - 4IFB7701,38x30,795570789447
795570512502,820-SUIT SEPARATES,10,4HFJ7703,VERY SLIM TUX JACKET - BLACK - 4HFJ7703,XXX48x2SH,795570512502
795570665321,820-SUIT SEPARATES,10,4ISJ7710,REG TECH SUIT JKT - BLACK - 4ISJ7710,XS36x2SH,795570665321
7453110823947,771-FOOTWEAR,10,MHA21052,LEATHER PENNY LOAFERS - BLACK - MHA21052,9,7453110823947
795570494556,710-LS WOVENS,846,4HFW7064,LS SLM HEATHER TS - PEACH WHIP - 4HFW7064,L,795570494556
94833168471,711-SS WOVENS,832,4JSW7029,SS SNS PLAID - BRANDIED MELON - 4JSW7029,L,94833168471
713610167239,960-SWIM,112,CUKFA048,SS T/C SLUB V-NECK  T-SHIRT - BRILLIANT WHITE - CUKFA048,S,713610167239
795570607734,733-COLLECTION,126,EHRK7002,YRN DYE STRPE T - BRIGHT WHITE - EHRK7002,M,795570607734
795570925814,750-DRESS BOTTOMS,10,4IFB7700,REG LOUIS SUIT PNT - BLACK - 4IFB7700,38x30,795570925814
94833170696,820-SUIT SEPARATES,85,4IFB7701,SLIM LOUIS SUIT PNT - SHADOW - 4IFB7701,38x32,94833170696
795570933000,820-SUIT SEPARATES,53,4IFJ4430,SLIM HTHRD KNIT SUIT JACKET - CHARCOAL - 4IFJ4430,S38x2SH,795570933000
795570523102,740-CASUAL BOTTOMS,10,4FFB7334,SLM ST KNT 5 PKT PNT - BLACK - 4FFB7334,34x34,795570523102
94833166750,710-LS WOVENS,43,4HSW7071,LS R/S SEERSUCK BAND UNTCUK - AQUA GRAY - 4HSW7071,XL,94833166750
795570610444,820-SUIT SEPARATES,468,4HHJ4410,SLM NEAT KNIT JACKET - INK - 4HHJ4410,S38x1RG,795570610444
795570550573,730-POLOS,468,4DSK7607,SS EOE 3BT PLO B&T - INK - 4DSK7607,2X,795570550573
713610450089,920-SWEATERS,489,CUKFD031,LS JACQUARD CREW NECK SWEATER - NAVAL ACADEMY - CUKFD031,XXL,713610450089
795570933543,711-SS WOVENS,236,4IFW7014,SS WAVY LINE SOFT SHRT - ROEBUCK - 4IFW7014,XXL,795570933543
713610532730,942-SHORTS,699,CUBSA060,"""FF L/V/E 9"""" INS SHORT - PEACH PINK - CUBSA060""",38,713610532730
795570929539,710-LS WOVENS,605,4IFW7044,LS SOLID POLY TWILL - RED PLUM - 4IFW7044,XXL,795570929539
795570602128,710-LS WOVENS,225,4HRW4004,LS SLM TS BND CLR UNTKD SLD - COPPER BROWN - 4HRW4004,S,795570602128
795570675528,750-DRESS BOTTOMS,47,4ISB4350,SLIM TWILL SUIT PANT - LUNAR ROCK - 4ISB4350,33x30,795570675528
94833169324,820-SUIT SEPARATES,484,4IFJ7701,SLIM LOUIS SUIT JKT - ALLURE - 4IFJ7701,M40x2SH,94833169324
795570796070,910-WOVENS,419,C9HW0034,SS LINEN GUAYABERA - CASHMERE BLUE - C9HW0034,M,795570796070
717312471779,910-WOVENS,426,CUWS8060,SS TC CAMP COLLAR GUAYABERA - DELFT - CUWS8060,S,717312471779
795570511093,711-SS WOVENS,245,4HFW7074,SS SLM DOTS TS - AZTEC - 4HFW7074,S,795570511093
717312832808,910-WOVENS,408,CUWS9084,SS POLY TEXTURE OMBRE EMB - DRESS BLUES - CUWS9084,XXL,717312832808
740700831794,980-SUIT SEPARATES,100,CUBF5034,FF L/T/V DRESS PANT - BRIGHT WHITE - CUBF5034,30x32,740700831794
795570643756,730-POLOS,126,4ISK7116,SS CB POLO - BRIGHT WHITE - 4ISK7116,S,795570643756
740700452180,910-WOVENS,460,C9HW0034,SS LINEN GUAYABERA - ENSIGN BLUE - C9HW0034,M,740700452180
795570658606,741-DENIM,477,4ISB533D,SLIM LIGHT INDIGO ECO DENIM - LIGHT INDIGO - 4ISB533D,36x32,795570658606
795570672305,760-DRESS SHIRTS,538,4ISW3000,LS DRESS LUX CTTN POPLIN EDV REG - PASTEL LILAC - 4ISW3000,14.5x323,795570672305
713610533997,910-WOVENS,991,CUWSE008,L-SHAPE PARROT COMBO  - MYKONOS BLUE - CUWSE008,S,713610533997
795570929799,710-LS WOVENS,10,4IFW7029,LS TONAL FLORAL PRNT JACQ - BLACK - 4IFW7029,S,795570929799
795570523348,740-CASUAL BOTTOMS,245,4HFB7336,ANYWHERE 5 POCKET - AZTEC - 4HFB7336,40x32,795570523348
795570929935,710-LS WOVENS,10,4IFW7056,L/S SLIM TS SOLID UNTUCKED NO PKT - BLACK - 4IFW7056,XXL,795570929935
795570768763,711-SS WOVENS,126,4ISW7012,SS DOBBY GEO STRIPE PRNT - BRIGHT WHITE - 4ISW7012,L,795570768763
190697819259,760-DRESS SHIRTS,1,PT003547,BLACK SOLID PERFORMANCE DRESS SHIRT - BLACK - PT003547,16.5x323,190697819259
795570789713,820-SUIT SEPARATES,401,4IFB7701,SLIM LOUIS SUIT PNT - NAVY - 4IFB7701,32x34,795570789713
713610450119,920-SWEATERS,496,CUKFD031,LS JACQUARD CREW NECK SWEATER - DELLA ROBIA BLUE - CUKFD031,L,713610450119
717312500806,910-WOVENS,460,C9HW0035,LS LINEN GUAYABERA - ENSIGN BLUE - C9HW0035,XXL,717312500806
795570935837,710-LS WOVENS,381,4IFW7067,LS SLIM HEATHER TOTAL STRETCH NO POCKET  - DARK SEA - 4IFW7067,XXL,795570935837
713610169332,940-PANTS,122,CUBSD052,L/V/E 5 POCKET PANT - NATURAL LINEN - CUBSD052,40x32,713610169332
889817750175,771-FOOTWEAR,200,PEJSN221,HARRISSON - BROWN - PEJSN221,11.5,889817750175
795570643954,730-POLOS,126,4ISK7120,SS 3 BTN POLO - BRIGHT WHITE - 4ISK7120,L,795570643954
795570987157,750-DRESS BOTTOMS,401,4IRB4302,SLIM FASHION PLAID SUIT PNT - NAVY - 4IRB4302,30x32,795570987157
795570522815,740-CASUAL BOTTOMS,10,4FSB9362,SLM CHINO - BLACK - 4FSB9362,34x34,795570522815
795570599312,730-POLOS,126,4HRG7204,SS CLRBLK TECH ZIP PLO - BRIGHT WHITE - 4HRG7204,M,795570599312
795570925623,820-SUIT SEPARATES,73,4IFJ7700,REG LOUIS SUIT JKT - ALLOY - 4IFJ7700,XX46x1RG,795570925623
611318612641,750-DRESS BOTTOMS,649,4DSB7714,VSLM MST PLY SLD EWB PNT - PORT - 4DSB7714,34x30,611318612641
795570643701,730-POLOS,639,4HFK7175,SS EOE 3BT PLO - CARDINAL - 4HFK7175,M,795570643701
795570675672,750-DRESS BOTTOMS,73,4ISB7710,REG TECH SUIT PNT - ALLOY - 4ISB7710,29x30,795570675672
795570665369,820-SUIT SEPARATES,73,4ISJ7710,REG TECH SUIT JKT - ALLOY - 4ISJ7710,M40x3LG,795570665369
795570478419,820-SUIT SEPARATES,73,4HSB7710,SLM ST W/R TECH SUIT PNT  - ALLOY - 4HSB7710,34x30,795570478419
713610164788,910-WOVENS,100,CUWFC047,POPOVER LINEN SHIRT  - WHITE - CUWFC047,S,713610164788
889817416613,771-FOOTWEAR,20,PEAF239,TREAD - GREY - PEAF239,9,889817416613
713610232746,960-SWIM,370,CUSSD058,"""T/E SOLID 7"""" SWIM SHORT - PASTEL GREEN - CUSSD058""",M,713610232746
795570519693,910-WOVENS,100,C9HW0034,SS LINEN GUAYABERA - BRIGHT WHITE - C9HW0034,S,795570519693
795570263947,740-CASUAL BOTTOMS,405,4FFB7334,SLM ST KNT 5 PKT PNT - DARK SAPPHIRE - 4FFB7334,38x30,795570263947
795570925999,750-DRESS BOTTOMS,73,4IFB7700,REG LOUIS SUIT PNT - ALLOY - 4IFB7700,38x30,795570925999
611318721589,750-DRESS BOTTOMS,344,4DSB7714,VSLM MST PLY SLD EWB PNT - MULLED BASIL - 4DSB7714,36x30,611318721589
611318564384,750-DRESS BOTTOMS,10,4DSB7714,VSLM MST PLY SLD EWB PNT - BLACK - 4DSB7714,36x34,611318564384
888987407339,770-ACCESSORIES,525,3PB43002,SANTEEN SOLID PRE-TIED BOW - LILAC - 3PB43002,NS,888987407339
795570531312,711-SS WOVENS,974,4HFW7662,SS SLM HEATHER TS B&T - DARK DENIM - 4HFW7662,3XB,795570531312
795570790016,820-SUIT SEPARATES,73,4IFB7701,SLIM LOUIS SUIT PNT - ALLOY - 4IFB7701,32x32,795570790016
795570644951,742-SHORTS,126,4ISH7835,COTTON TWILL PRINTED SHORTS - BRIGHT WHITE - 4ISH7835,30,795570644951
795570640250,710-LS WOVENS,626,4HSW7071,LS R/S SEERSUCK BAND UNTCUK - ETRUSCAN RED - 4HSW7071,S,795570640250
795570928310,750-DRESS BOTTOMS,53,4IFB4308,SLM ST EOE WSHBL PNT - CHARCOAL - 4IFB4308,32x34,795570928310
795570651508,711-SS WOVENS,10,4ISW7034,SS STR FLORAL JACQ - BLACK - 4ISW7034,S,795570651508
795570789782,820-SUIT SEPARATES,649,4IFB7701,SLIM LOUIS SUIT PNT - PORT - 4IFB7701,34x30,795570789782
94833168549,711-SS WOVENS,936,4JSW7043,SS CTRST DITSY FLORAL TS - ROAN ROUGE - 4JSW7043,XL,94833168549
795570644487,732-T-SHIRTS,126,4ISK7146,SS LOGO CTN TSHIRT - BRIGHT WHITE - 4ISK7146,L,795570644487
795570383157,730-POLOS,405,4HSG7208,SS VRCTL STP TECH YARN ZP PLO - DARK SAPPHIRE - 4HSG7208,M,795570383157
94833168259,710-LS WOVENS,10,4JSW7028,SS DOBBY PRNT FLORAL - BLACK - 4JSW7028,XXL,94833168259
631560081415,771-FOOTWEAR,1,M26347VT,SUEDE SLIP ON - BLACK - M26347VT,12,631560081415
795570987089,750-DRESS BOTTOMS,401,4IRB4302,SLIM FASHION PLAID SUIT PNT - NAVY - 4IRB4302,29x30,795570987089
94833169256,820-SUIT SEPARATES,484,4IFJ7701,SLIM LOUIS SUIT JKT - ALLURE - 4IFJ7701,XL44x1RG,94833169256
195612420701,760-DRESS SHIRTS,500,PT026613,PLUM TEXTURED SOLID PERFORMANCE DRESS SH - PLUM TEXTURED SOLID - PT026613,17.0x345,195612420701
795570612363,710-LS WOVENS,490,4HFW7064,LS SLM HEATHER TS - HEATHER - 4HFW7064,L,795570612363
795570664256,820-SUIT SEPARATES,47,4ISJ4450,SLIM TWILL SPORTSCOAT - LUNAR ROCK - 4ISJ4450,XX46x2SH,795570664256
94833048643,710-LS WOVENS,976,4IFW7001,LS SOLID TWILL - RETAIL - COUNTRY AIR - 4IFW7001,XXL,94833048643
7453110824050,771-FOOTWEAR,10,HP203101,EVENING PATENT SLIP ON W/BAND - BLACK - HP203101,10,7453110824050
795570771022,710-LS WOVENS,269,4IMW7042,LS TS FLRL PRNT  - TRAVERTINE - 4IMW7042,XXL,795570771022
886802014564,750-DRESS BOTTOMS,5,E0073P,FEATHER GREY WINDOWPANE SLIM FIT PANT - CHARCOAL - E0073P,40x30,886802014564
795570427417,820-SUIT SEPARATES,10,4HSJ7710,SLM W/R TECH SUIT JKT - BLACK - 4HSJ7710,R36x1RG,795570427417
795570667943,760-DRESS SHIRTS,126,4ISW3001,LS DRESS LUX CTTN POPLIN EDV SLIM - BRIGHT WHITE - 4ISW3001,15.5x345,795570667943
713610533935,910-WOVENS,975,CUWSE007,Y/D MULTI COLOR PANEL - BLUEGLOW - CUWSE007,XXL,713610533935
795570658323,741-DENIM,462,4ISB532D,SLIM VINTAGE INDIGO ECO DENIM - VINTAGE INDIGO - 4ISB532D,32x34,795570658323
888987407322,770-ACCESSORIES,130,3PB43002,SANTEEN SOLID PRE-TIED BOW - CHAMPAGNE - 3PB43002,NS,888987407322
795570948516,732-T-SHIRTS,403,4GFG7234,SS TCH CRW - TITAN - 4GFG7234,M,795570948516
611318681654,750-DRESS BOTTOMS,468,5RSB0041,SLM MST PLY SLD EWB PNT - INK - 5RSB0041,36x34,611318681654
795570653472,741-DENIM,470,4ISB530D,DARK INDIGO ECO DENIM - DARK INDIGO - 4ISB530D,38x30,795570653472
795570299243,740-CASUAL BOTTOMS,10,4GRB7731,DRESS PONTE JOGGER - BLACK - 4GRB7731,XXL,795570299243
795570948585,730-POLOS,10,4HFG7200,SS TCH EOE PLO - BLACK - 4HFG7200,S,795570948585
795570673333,760-DRESS SHIRTS,126,4ISW3015,LS DRESS YD TONAL TWILL STRIPE - BRIGHT WHITE - 4ISW3015,XL,795570673333
795570934977,711-SS WOVENS,347,4IFW7063,S/S SLIM TS SOLID HBD NO PKT  - ROSIN - 4IFW7063,S,795570934977
795570987126,750-DRESS BOTTOMS,401,4IRB4302,SLIM FASHION PLAID SUIT PNT - NAVY - 4IRB4302,34x30,795570987126
795570668339,760-DRESS SHIRTS,490,4ISW3001,LS DRESS LUX CTTN POPLIN EDV SLIM - HEATHER - 4ISW3001,16.0x323,795570668339
795570640090,710-LS WOVENS,126,4ISW7008,LS CTTN ST SMLL FLORAL PRINT - BRIGHT WHITE - 4ISW7008,XXL,795570640090
795570676372,750-DRESS BOTTOMS,10,4ISB4316,SLIM WASHABLE SUIT PANT - BLACK - 4ISB4316,40x30,795570676372
713610169035,940-PANTS,112,CUBSD052,L/V/E 5 POCKET PANT - BRILLIANT WHITE - CUBSD052,38x30,713610169035
795570668872,760-DRESS SHIRTS,10,4ISW3001,LS DRESS LUX CTTN POPLIN EDV SLIM - BLACK - 4ISW3001,16.5x345,795570668872
795570940176,720-SWEATERS,405,4IFG9000,LS RBBD QTR ZP - DARK SAPPHIRE - 4IFG9000,L,795570940176
795570676310,750-DRESS BOTTOMS,10,4ISB4316,SLIM WASHABLE SUIT PANT - BLACK - 4ISB4316,34x32,795570676310
889817750366,771-FOOTWEAR,230,PEJSN19B,BEACON - BROWN - PEJSN19B,10,889817750366
795570426717,820-SUIT SEPARATES,73,4HSB7710,SLM ST W/R TECH SUIT PNT  - ALLOY - 4HSB7710,29x30,795570426717
717312520118,980-SUIT SEPARATES,252,CUBF5034,FF L/T/V DRESS PANT - KHAKI - CUBF5034,38x32,717312520118
795570557718,820-SUIT SEPARATES,45,4HFJ7701,SLIM TUX JACKET - CHARCOAL HEATHER - 4HFJ7701,S38x1RG,795570557718
629075012765,770-ACCESSORIES,600,UMPE098,"EDI SOLID BLACK, COTTON STRETCH BOXER BR - RIBBON RED - UMPE098",S,629075012765
611318721596,750-DRESS BOTTOMS,344,4DSB7714,VSLM MST PLY SLD EWB PNT - MULLED BASIL - 4DSB7714,38x30,611318721596
94833173666,732-T-SHIRTS,43,4JSK7128,SS GRADIENT LOGO TEE - AQUA GRAY - 4JSK7128,XXL,94833173666
795570644159,732-T-SHIRTS,54,4GSK7113,SS VRT RIB CRW - LIGHT HEATHER GREY - 4GSK7113,XL,795570644159
795570602746,710-LS WOVENS,126,4HRW7030,LS R/S SLM STR LIN - BRIGHT WHITE - 4HRW7030,L,795570602746
713610170352,930-KNITS,403,CUKSD041,SS PIQUE POLO - DARK BLUE - CUKSD041,XL,713610170352
795570670516,760-DRESS SHIRTS,126,4ISW3012,LS DRESS CTTN DBBY POLKA DOT - BRIGHT WHITE - 4ISW3012,18.0x367,795570670516
713610533461,960-SWIM,735,CUSSE003,"""7"""" T/E TROPICAL LEAF SWIM SHORT - BLAZING YELLOW - CUSSE003""",S,713610533461
795570235494,733-COLLECTION,649,4GFK2007,LS SP DY PO HD - PORT - 4GFK2007,XL,795570235494
795570511567,710-LS WOVENS,974,4FFW4002,LS SLM TS BND CLR UNTKD SLD - DARK DENIM - 4FFW4002,XL,795570511567
94833168372,711-SS WOVENS,126,4JSW7029,SS SNS PLAID - BRIGHT WHITE - 4JSW7029,XXL,94833168372
795570653410,741-DENIM,470,4ISB530D,DARK INDIGO ECO DENIM - DARK INDIGO - 4ISB530D,29x30,795570653410
889817749988,771-FOOTWEAR,10,PEJSN221,HARRISSON - BLACK - PEJSN221,7.5,889817749988
795570670844,760-DRESS SHIRTS,976,4ISW3000,LS DRESS LUX CTTN POPLIN EDV REG - COUNTRY AIR - 4ISW3000,15.0x345,795570670844
795570796056,910-WOVENS,419,C9HW0034,SS LINEN GUAYABERA - CASHMERE BLUE - C9HW0034,S,795570796056
795570599428,730-POLOS,10,4HRG7205,SS DIA TEXT TECH POLO - BLACK - 4HRG7205,S,795570599428
795570383140,730-POLOS,405,4HSG7208,SS VRCTL STP TECH YARN ZP PLO - DARK SAPPHIRE - 4HSG7208,S,795570383140
611318681739,750-DRESS BOTTOMS,33,5RSB0041,SLM MST PLY SLD EWB PNT - ASPHALT - 5RSB0041,38x30,611318681739
795570934106,710-LS WOVENS,126,4IFW7044,LS SOLID POLY TWILL - BRIGHT WHITE - 4IFW7044,S,795570934106
611318681647,750-DRESS BOTTOMS,468,5RSB0041,SLM MST PLY SLD EWB PNT - INK - 5RSB0041,34x34,611318681647
795570986358,730-POLOS,51,4IRG7211,SS TECH HTHR ZIP PLO - HIGH RISE - 4IRG7211,XL,795570986358
795570669800,760-DRESS SHIRTS,10,4ISW3000,LS DRESS LUX CTTN POPLIN EDV REG - BLACK - 4ISW3000,16.5x345,795570669800
795570427158,820-SUIT SEPARATES,73,4CFB7710,VSLM ST W/R TECH SUIT PNT  - ALLOY - 4CFB7710,34x34,795570427158
795570940169,720-SWEATERS,405,4IFG9000,LS RBBD QTR ZP - DARK SAPPHIRE - 4IFG9000,M,795570940169
795570790894,820-SUIT SEPARATES,649,4IFJ7701,SLIM LOUIS SUIT JKT - PORT - 4IFJ7701,L42x2SH,795570790894
94833166729,710-LS WOVENS,43,4HSW7071,LS R/S SEERSUCK BAND UNTCUK - AQUA GRAY - 4HSW7071,S,94833166729
795570389968,740-CASUAL BOTTOMS,140,4FSB9362,SLM CHINO - STONE - 4FSB9362,36x30,795570389968
713610533522,960-SWIM,971,CUSSE003,"""7"""" T/E TROPICAL LEAF SWIM SHORT - TITAN - CUSSE003""",M,713610533522
795570610840,820-SUIT SEPARATES,468,4HHB4310,SLM NEAT KNIT PANT - INK - 4HHB4310,30x32,795570610840
795570096347,740-CASUAL BOTTOMS,140,4FFB7334,SLM ST KNT 5 PKT PNT - STONE - 4FFB7334,38x30,795570096347
94833170788,820-SUIT SEPARATES,294,4IFB7701,SLIM LOUIS SUIT PNT - ISLAND FOSSIL - 4IFB7701,34x30,94833170788
94833170702,820-SUIT SEPARATES,85,4IFB7701,SLIM LOUIS SUIT PNT - SHADOW - 4IFB7701,40x32,94833170702
795570929744,711-SS WOVENS,10,4IFW4028,LS FLORAL TS - BLACK - 4IFW4028,S,795570929744
94833173659,732-T-SHIRTS,43,4JSK7128,SS GRADIENT LOGO TEE - AQUA GRAY - 4JSK7128,XL,94833173659
795570625271,740-CASUAL BOTTOMS,362,4HMB7334,SKINNY ANYWHERE 5 POCKET  - BEETLE - 4HMB7334,29x30,795570625271
7453115820446,771-FOOTWEAR,10,HP061A,PATENT SLIP ON - BLACK - HP061A,10,7453115820446
795570609332,820-SUIT SEPARATES,270,4HRJ7430,SLIM LINEN SUMMER SUIT JACKET - NATURAL LINEN - 4HRJ7430,L42x1RG,795570609332
886802013420,750-DRESS BOTTOMS,410,E0071P,LIGHT NAVY PLAID SLIM FIT PANT - NAVY HEATHER - E0071P,36x30,886802013420
84971886092,930-KNITS,820,CUKSB029,SS PLY 2 STRIPE TEXTURE OTTOMAN - HOT CORAL - CUKSB029,M,84971886092
795570769906,732-T-SHIRTS,41,4IMG7214,SS TECH COLORBLOCK CREW - SMOKED HEATHER - 4IMG7214,XXL,795570769906
795570651263,710-LS WOVENS,10,4ISW4034,LS DBBY BND CLLR  - BLACK - 4ISW4034,S,795570651263
795570651003,742-SHORTS,43,4DSH7750,ST SLD TECH SHRT - AQUA GRAY - 4DSH7750,30,795570651003
795570931532,750-DRESS BOTTOMS,10,4IFB4332,SLIM SOLID KNIT SUIT PANT - BLACK - 4IFB4332,34x30,795570931532
795570715316,730-POLOS,24,4ISK7135,SS 3 BTN PLO - LILAC GRAY - 4ISK7135,L,795570715316
889817743306,771-FOOTWEAR,10,PEJSN218,COOPER - BLACK - PEJSN218,8,889817743306
795570098624,742-SHORTS,699,4GSH7840,REG GARMNT DYD RPSTP SHRT - PINK PEACOCK - 4GSH7840,32,795570098624
795570640144,710-LS WOVENS,468,4ISW7008,LS CTTN ST SMLL FLORAL PRINT - INK - 4ISW7008,XL,795570640144
795570929409,710-LS WOVENS,403,4IFW7044,LS SOLID POLY TWILL - TITAN - 4IFW7044,M,795570929409
795570607482,733-COLLECTION,641,EHRK7015,CNTRST RIB SWTPNT - ROCOCCO RED - EHRK7015,XL,795570607482
795570601541,710-LS WOVENS,969,4FFW7057,LS SLM TS SOLID UNTK - BIG DIPPER - 4FFW7057,L,795570601541
795570715309,730-POLOS,24,4ISK7135,SS 3 BTN PLO - LILAC GRAY - 4ISK7135,M,795570715309
795570671667,760-DRESS SHIRTS,383,4ISW3018,LS DRESS LUX CTTN POPLIN FLEUR PRNT - AGATE GREEN - 4ISW3018,18.0x367,795570671667
795570478198,820-SUIT SEPARATES,73,4HSB7710,SLM ST W/R TECH SUIT PNT  - ALLOY - 4HSB7710,36x32,795570478198
795570663600,820-SUIT SEPARATES,10,4ISJ4416,SLIM WASHABLE SUIT JACKET - BLACK - 4ISJ4416,XXX48x2SH,795570663600
611318716288,750-DRESS BOTTOMS,277,5RSB0041,SLM MST PLY SLD EWB PNT - GRAVEL - 5RSB0041,36x32,611318716288
94833169829,820-SUIT SEPARATES,85,4JSJ7701,SLIM PEAK LPL LOUIS SUIT JKT - SHADOW - 4JSJ7701,4X50x1RG,94833169829
795570382457,732-T-SHIRTS,59,4GSK7113,SS VRT RIB CRW - FEATHER GRAY - 4GSK7113,M,795570382457
